application_ID,gross_margin_ratio,core_income_ratio,cash_asset_ratio,consolidated_liabilities_ratio,tangible_assets_ratio,revenues,target
a1Q7R00000ejTZXUA2,0.478309232480534,-0.0667302192564347,0.0616113744075829,0.389321468298109,0.109011627906977,990.0,0
a1Q7R00000eibfGUAQ,0.408955223880597,0.0136570561456753,0.129181084198385,0.419900497512438,0.768115942028985,1337.0,0
a1Q7R00000eiRNGUA2,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,1
a1Q7R00000g66W5UAI,0.463576158940397,0.0974576271186441,0.0652173913043478,0.218543046357616,0.983050847457627,236.0,0
a1Q7R00000g5wnxUAA,0.420785804816223,0.0123456790123457,0.0928030303030303,0.430291508238276,0.0938697318007663,1134.0,0
a1Q7R00000eif8VUAQ,1.08176100628931,0.0075757575757575,0.130434782608696,0.132075471698113,1.0,396.0,0
a1Q7R00000ejYk0UAE,0.0161747343565525,0.0022058823529411,0.0118130457113508,0.529752066115702,0.872159090909091,2959.0,0
a1Q7R00000eiXlTUAU,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000ejPKIUA2,1.34814814814815,0.200819672131148,0.411764705882353,0.274074074074074,1.0,253.0,0
a1Q7R00000ZWFBlUAP,0.510429447852761,0.0277902285970417,0.0017543859649122,0.30920245398773,0.779591836734694,2231.0,0
a1Q7R00000ZWVdLUAX,0.163214166388239,-0.197939474957937,0.0920580262290278,0.49819579017708,0.624620060790274,33087.0,0
a1Q7R00000a2y9cUAA,0.0805555555555556,0.9,0.857938718662953,0.733333333333333,1.0,30.0,0
a1Q7R00000a398BUAQ,0.181229773462783,0.0073099415204678,0.0727396329027872,0.0588996763754045,0.608108108108108,4788.0,0
a1Q7R00000c7MTAUA2,0.0836081017428168,0.0319343065693431,0.003522898842476,0.634950541686293,0.752545374059318,2296.0,0
a1Q7R00000g66TVUAY,0.269430051813472,0.10912343470483,0.190140845070423,0.7573402417962,0.461748633879781,1251.0,0
a1Q7R00000a33qTUAQ,0.229961682960403,0.0296371270618898,0.0,0.370582043783666,1.0,946.0,1
a1Q7R00000ZWKL9UAP,-0.761904761904762,-0.0580204778156997,0.3,0.80952380952381,0.0,3.0,0
a1Q7R00000g5vxXUAQ,0.877551020408163,0.217616580310881,0.209923664122137,0.605442176870748,0.59375,437.0,0
a1Q7R00000c7SOkUAM,0.752808988764045,0.616161616161616,0.0,0.685393258426966,1.0,99.0,0
a1Q7R00000eivM9UAI,0.872062663185379,0.0298719772403983,0.346863468634686,0.143603133159269,0.151785714285714,703.0,0
a1Q7R00000c7Y26UAE,0.556489262371615,0.0044642857142857,0.0828460038986355,0.527544351073763,0.222222222222222,896.0,0
a1Q7R00000a2wHjUAI,0.121863799283154,0.009428403064231,0.0689127105666156,0.0637992831541219,0.955056179775281,1697.0,0
a1Q7R00000ejBhXUAU,1.07188160676533,0.0141718334809566,0.0774385703648548,0.529245947850599,0.0921052631578947,2258.0,0
a1Q7R00000ZWHBOUA5,0.38412017167382,0.0437636761487965,0.0400943396226415,0.293991416309013,0.880952380952381,457.0,1
a1Q7R00000eirYBUAY,0.346633416458853,0.0037243947858473,0.0666666666666667,0.169576059850374,1.0,541.0,0
a1Q7R00000ej66qUAA,0.292817679558011,0.088135593220339,0.0642201834862385,0.665745856353591,0.914285714285714,885.0,0
a1Q7R00000ejpN0UAI,0.376590330788804,0.0165562913907285,0.147826086956522,0.162849872773537,0.666666666666667,611.0,0
a1Q7R00000ZWQhOUAX,1.10285714285714,0.20856858186649,0.0420711974110032,0.900571428571429,0.575875486381323,3014.0,0
a1Q7R00000ej0b9UAA,0.10288582183187,0.0256191289496157,0.0512465373961219,0.0865746549560853,0.0266666666666667,1171.0,0
a1Q7R00000g62dgUAA,0.488549618320611,-0.0165365181442352,0.123307198859587,0.58863443596268,0.669109947643979,2278.0,0
a1Q7R00000ZWEmRUAX,0.465942744323791,0.0340501792114695,0.283057851239669,0.652517275419546,0.0,1116.0,0
a1Q7R00000a3JebUAE,0.695906432748538,0.332326283987915,0.175757575757576,0.56140350877193,1.0,331.0,0
a1Q7R00000g5zZ0UAI,0.274741081703107,0.0150170648464164,0.096474358974359,0.292865362485616,0.426966292134831,1465.0,0
a1Q7R00000a2n55UAA,0.933333333333333,1.0,0.0666666666666667,0.733333333333333,1.0,28.0,0
a1Q7R00000eipb8UAA,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,1
a1Q2X00000XbyxNUAR,0.203761755485893,0.111545988258317,0.0,0.29153605015674,0.842342342342342,511.0,0
a1Q7R00000ejSFLUA2,0.905335628227194,0.111111111111111,0.363468634686347,0.366609294320138,1.0,756.0,0
a1Q7R00000ejN77UAE,0.0288517022504328,-0.0456231632702221,0.0491094409554206,0.318811309867282,0.357664233576642,20757.0,1
a1Q7R00000ejhSlUAI,0.493827160493827,0.121212121212121,0.292682926829268,0.617283950617284,0.975,134.0,0
a1Q7R00000eiYfCUAU,0.357567906731976,0.0116480519001806,0.0638682252922423,0.288750354207991,0.264320924698283,27205.0,0
a1Q7R00000eiQEmUAM,0.701388888888889,0.126126126126126,0.107491856677524,0.706018518518518,0.84,1110.0,0
a1Q7R00000aBCNbUAO,0.764705882352941,0.125,0.214285714285714,0.705882352941177,1.0,96.0,1
a1Q7R00000c7KnDUAU,0.141025641025641,-0.0707964601769911,0.781456953642384,0.583333333333333,0.0,128.0,0
a1Q7R00000eiSjmUAE,0.315789473684211,0.454545454545455,0.157894736842105,0.421052631578947,1.0,11.0,0
a1Q7R00000a2qyNUAQ,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,1
a1Q7R00000a2vijUAA,0.268518518518519,0.0437956204379562,0.106060606060606,0.540123456790123,0.992248062015504,411.0,0
a1Q2X00000VouI7UAJ,0.149841817658901,0.0116086235489221,0.009833262077811,0.279838941616336,0.927065026362039,3015.0,0
a1Q7R00000a2msaUAA,0.322981366459627,0.0457317073170732,0.190789473684211,0.291925465838509,0.222222222222222,328.0,0
a1Q7R00000a3AdFUAU,0.0552922590837283,0.0144230769230769,0.0788177339901478,0.232227488151659,0.911894273127753,1664.0,0
a1Q7R00000a32fIUAQ,0.649842271293375,0.0289555325749741,0.0369127516778524,0.170347003154574,0.578947368421053,909.0,0
a1Q7R00000a3BfRUAU,1.19811320754717,0.0,0.160377358490566,0.179245283018868,0.132075471698113,537.0,0
a1Q7R00000eiT7AUAU,0.111111111111111,0.0511363636363636,0.193891102257636,0.34375,0.571428571428571,673.0,0
a1Q7R00000c7kkaUAA,0.457757296466974,0.0167949615115465,0.241042345276873,0.344086021505376,0.864864864864865,1433.0,0
a1Q7R00000ZWOR4UAP,1.3135593220339,0.132930513595166,0.0307692307692308,0.440677966101695,0.245283018867925,331.0,1
a1Q7R00000ZWJz8UAH,0.563380281690141,0.0812720848056537,0.157142857142857,0.422535211267606,0.0,849.0,0
a1Q7R00000g5sOUUAY,0.126506024096386,0.0810810810810811,0.334782608695652,0.265060240963855,0.784313725490196,261.0,0
a1Q7R00000ZWLIlUAP,0.116106116106116,-0.57997256515775,0.0717272434866517,0.441447441447441,0.275762711864407,4300.0,0
a1Q7R00000a3AmCUAU,0.142857142857143,0.0048543689320388,0.0526315789473684,0.0178571428571429,0.972222222222222,206.0,0
a1Q2X00000Z9LiUUAV,0.574053243344582,0.0090260465915928,0.120652640618291,0.0764904386951631,0.511834319526627,11633.0,0
a1Q7R00000a3BBHUA2,0.157142857142857,0.12043795620438,0.0163934426229508,0.372619047619048,0.343478260869565,274.0,0
a1Q7R00000a2nH6UAI,0.178571428571429,0.0289855072463768,0.0272727272727273,0.0982142857142857,0.5,138.0,0
a1Q7R00000g6B7eUAE,-0.0186335403726708,-0.394132653061224,0.194272445820433,0.691925465838509,0.556603773584906,1356.0,0
a1Q7R00000eiZOlUAM,0.148717948717949,0.0602006688963211,0.0286458333333333,0.265384615384615,1.0,347.0,0
a1Q7R00000ZWI7wUAH,1.17105263157895,0.242718446601942,0.454545454545455,0.921052631578947,1.0,206.0,0
a1Q7R00000a3EtbUAE,0.1,-0.327044025157233,0.472727272727273,0.0,0.6,177.0,1
a1Q7R00000ej9JYUAY,0.407114624505929,0.0819366852886406,0.0956175298804781,0.50197628458498,0.5,537.0,0
a1Q2X00000ZW9hUUAT,0.248917748917749,0.0208955223880597,0.0,0.285714285714286,1.0,670.0,0
a1Q7R00000ejuzOUAQ,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000eiYVbUAM,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,1
a1Q7R00000a3FWiUAM,1.07792207792208,0.158878504672897,0.0,0.415584415584416,0.285714285714286,214.0,0
a1Q7R00000eiUQrUAM,0.229961682960403,0.0296371270618898,0.0,0.370582043783666,1.0,946.0,1
a1Q7R00000ZWMDPUA5,0.457290586725803,0.0688915656160738,0.0,0.369088503259972,1.0,584.0,0
a1Q7R00000eiSX2UAM,0.12636165577342,0.0045766590389016,0.181818181818182,0.248366013071895,0.0246913580246914,437.0,0
a1Q7R00000eiWhfUAE,-0.516616314199396,0.0096153846153846,0.0284090909090909,0.138972809667674,0.432258064516129,104.0,0
a1Q7R00000a3Go4UAE,0.0761994355597366,0.0603248259860789,0.114877589453861,0.433678269049859,1.0,1293.0,0
a1Q7R00000g5uu3UAA,0.0838466803559206,0.0002797985450475,0.218788627935723,0.779945242984257,0.0,3574.0,0
a1Q7R00000a30CdUAI,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,1
a1Q7R00000ej8DUUAY,0.0189274447949527,0.0033557046979865,0.0191693290734824,0.110410094637224,0.75,894.0,1
a1Q7R00000ej133UAA,0.13184584178499,0.0057142857142857,0.135245901639344,0.037525354969574,0.8,1095.0,0
a1Q7R00000ZWIFCUA5,0.336700336700337,0.0512820512820513,0.593023255813954,0.242424242424242,1.0,556.0,0
a1Q2X00000ZEhdcUAD,0.0797541298501729,0.0018362188200505,0.0812842599843383,0.289512101421437,0.171428571428571,42099.0,0
a1Q7R00000eiShWUAU,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,1
a1Q7R00000a2kWSUAY,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000a2qHEUAY,0.0159151193633952,0.0170994300189994,0.145161290322581,0.196286472148541,0.2,1579.0,0
a1Q7R00000ejGQWUA2,0.191236539175641,0.0489590110605075,0.0296371997956055,0.408095061269959,0.959239130434783,6479.0,0
a1Q7R00000c7XwNUAU,0.120101538949706,0.0037400654511454,0.0178775199695702,0.312232270347454,0.941626794258373,6417.0,0
a1Q7R00000ejiPJUAY,-0.0625,0.180327868852459,0.377049180327869,0.21875,1.0,65.0,0
a1Q7R00000g5w4xUAA,0.0766016713091922,0.0100806451612903,0.0929791271347249,0.534818941504178,0.968586387434555,496.0,0
a1Q7R00000c7Hf1UAE,-0.419313850063532,-0.839310031774853,0.162352941176471,0.0,0.0386740331491713,2580.0,1
a1Q7R00000a2mReUAI,0.257285974499089,0.0298398835516739,0.133067198935462,0.421675774134791,0.0966810966810967,2748.0,0
a1Q7R00000ejn17UAA,0.0702380952380952,0.0136054421768707,0.0132013201320132,0.375,0.995726495726496,590.0,1
a1Q7R00000g5tNhUAI,0.348765432098765,0.062043795620438,0.0749128919860627,0.516975308641975,0.297297297297297,3288.0,0
a1Q7R00000a2z8LUAQ,0.190850959173635,0.0825199645075421,0.102,0.239547466797836,0.333333333333333,1127.0,0
a1Q7R00000ejqWDUAY,0.261904761904762,0.12,0.357142857142857,0.273809523809524,1.0,187.0,0
a1Q7R00000c7YpwUAE,0.439058171745152,0.0834437086092715,0.0060975609756097,0.57617728531856,0.606060606060606,762.0,0
a1Q7R00000c7RREUA2,0.348888888888889,0.139813581890812,0.288177339901478,0.453333333333333,0.909090909090909,751.0,0
a1Q2X00000ZWAGFUA5,0.342917411840235,0.0485588783922017,0.121282258997801,0.618608703627276,0.435971441591979,16619.0,1
a1Q7R00000ZWNWSUA5,0.584269662921348,0.351145038167939,0.213483146067416,0.247191011235955,1.0,123.0,0
a1Q7R00000ejZDCUA2,0.0310816087465834,0.0610870610870611,0.0361596009975062,0.745880515423663,0.999333499958344,2092.0,0
a1Q7R00000ZWVqZUAX,0.202898550724638,0.0336134453781513,0.0416666666666667,0.449275362318841,0.142857142857143,119.0,0
a1Q7R00000ZWPFnUAP,0.426108374384236,0.0222841225626741,0.248554913294798,0.258620689655172,0.733333333333333,359.0,0
a1Q2X00000ZWAY5UAP,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000ej8XKUAY,0.0,0.0125934084914631,0.0833333333333333,0.0,0.4,0.0,0
a1Q7R00000eiqMiUAI,-0.186507936507937,-0.450980392156863,0.0490196078431373,0.119047619047619,0.625,206.0,1
a1Q7R00000g6ByiUAE,0.0766696955929123,0.0045296167247386,0.0011910078904272,0.535097682871422,0.993770963104935,6014.0,0
a1Q7R00000ZWHn8UAH,0.457290586725803,0.0688915656160738,0.0,0.369088503259972,1.0,584.0,0
a1Q7R00000ZWQdRUAX,0.180442374854482,0.067325598051855,0.0115511551155116,0.454132712456345,0.972895408163265,6955.0,0
a1Q7R00000ejdILUAY,0.273026315789474,0.0138121546961326,0.132450331125828,0.328947368421053,0.908496732026144,362.0,0
a1Q7R00000eiN08UAE,0.457290586725803,0.0688915656160738,0.0,0.369088503259972,1.0,584.0,0
a1Q7R00000g66fgUAA,0.0344332855093257,-0.009501187648456,0.0017123287671232,0.344332855093257,0.31858407079646,428.0,0
a1Q7R00000a2wc3UAA,0.128805156172533,0.0173005433228482,0.0012350035285815,0.40426375805652,0.91555354312882,6982.0,1
a1Q7R00000a2y4wUAA,0.229961682960403,0.0296371270618898,0.0,0.370582043783666,1.0,946.0,1
a1Q7R00000YRP2DUAX,0.34251968503937,0.0406976744186047,0.0118110236220472,0.405511811023622,1.0,172.0,0
a1Q7R00000a2rDIUAY,0.691287878787879,-0.0115183246073298,0.106194690265487,0.375,0.867724867724868,957.0,0
a1Q7R00000ZWMGnUAP,0.181141439205955,0.106666666666667,0.021505376344086,0.741935483870968,0.987903225806452,375.0,0
a1Q2X00000ZEZO3UAP,0.240073304825901,0.0259671436142024,0.0056639395846444,0.244349419670128,0.958333333333333,1887.0,0
a1Q7R00000ejmxFUAQ,0.151278409090909,0.0912996777658432,0.0,0.379261363636364,0.0791826309067688,936.0,0
a1Q7R00000eidY7UAI,0.0196078431372549,-0.315384615384615,0.0526315789473684,0.25,0.3671875,136.0,0
a1Q7R00000ZWTBjUAP,0.0974849766303138,0.0055900621118012,0.001842590155304,0.384153127086579,0.994236311239193,1754.0,0
a1Q2X00000ZWCUXUA5,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000ejCt0UAE,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000ZWImLUAX,0.128988458927359,0.0215406562054208,0.044846577498033,0.460964019008825,1.0,7010.0,1
a1Q7R00000eiqhWUAQ,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000ejrstUAA,0.126286248830683,0.0337233310392292,0.142292490118577,0.0420954162768943,1.0,1453.0,0
a1Q7R00000eid1NUAQ,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000eixeUUAQ,0.457290586725803,0.0688915656160738,0.0,0.369088503259972,1.0,584.0,0
a1Q7R00000eiQhUUAU,0.336569579288026,0.0621212121212121,0.0378071833648393,0.453074433656958,0.101123595505618,1994.0,0
a1Q7R00000c7W1fUAE,0.186915887850467,0.03125,0.0339943342776204,0.398130841121495,0.598901098901099,194.0,0
a1Q7R00000ejLm3UAE,0.229961682960403,0.0296371270618898,0.0,0.370582043783666,1.0,946.0,0
a1Q2X00000ZWAgOUAX,0.161086851043183,0.0292577764089929,0.0100727476217124,0.371664240659874,0.0510948905109489,3247.0,0
a1Q7R00000a2szhUAA,0.393939393939394,0.0826446280991736,0.21875,0.439393939393939,1.0,242.0,0
a1Q7R00000aWeLbUAK,0.526729559748428,0.0270897832817337,0.207171314741036,0.292452830188679,0.955223880597015,1292.0,0
a1Q7R00000a3EOsUAM,0.30964932385973,0.0167105413757583,0.127946127946128,0.415998166399267,0.226277372262774,8737.0,0
a1Q7R00000YRNeoUAH,0.225806451612903,0.037712895377129,0.194013303769401,0.829493087557604,0.1925,2475.0,0
a1Q7R00000eiQ9hUAE,0.146902654867257,0.0436953807740325,0.0659679408138101,0.396755162241888,0.712328767123288,1602.0,1
a1Q7R00000ejQVlUAM,0.166389351081531,0.0544554455445545,0.0625,0.72712146422629,0.415730337078652,482.0,0
a1Q7R00000a3D35UAE,0.114160700079554,0.0237720177574109,0.0407645014701951,0.175815433571997,0.483333333333333,13966.0,0
a1Q7R00000ZWIBoUAP,0.239862542955326,0.128564523924601,0.163793103448276,0.379725085910653,0.531746031746032,2069.0,0
a1Q7R00000ZWMTcUAP,0.56231884057971,0.174,0.0390243902439024,0.808695652173913,1.0,500.0,1
a1Q7R00000a2jyXUAQ,0.204225352112676,0.0681818181818182,0.0726256983240224,0.0792253521126761,0.0488431876606684,440.0,0
a1Q7R00000eiqWTUAY,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000ZWOT5UAP,0.488356164383562,0.0308839190628328,0.0016012810248198,0.243150684931507,0.938388625592417,2068.0,0
a1Q7R00000ej8lbUAA,0.0935672514619883,0.024390243902439,0.148394241417497,0.720969089390142,0.217687074829932,656.0,0
a1Q7R00000adKMsUAM,0.214545454545455,0.118380062305296,0.346007604562738,0.4,1.0,358.0,0
a1Q7R00000eiyp4UAA,0.540983606557377,0.0932203389830508,0.491891891891892,0.262295081967213,0.383333333333333,354.0,0
a1Q7R00000ejN51UAE,0.457290586725803,0.0688915656160738,0.0,0.369088503259972,1.0,584.0,1
a1Q7R00000eilqJUAQ,0.813559322033898,0.162650602409639,0.901785714285714,0.686440677966102,1.0,168.0,0
a1Q7R00000a380VUAQ,0.506760728982951,0.246603970741902,0.016849199663016,0.761316872427984,0.996108949416342,1914.0,1
a1Q7R00000c7KMvUAM,0.0804597701149425,0.0294117647058824,0.658536585365854,0.195402298850575,0.2,170.0,0
a1Q2X00000Z6kk1UAB,0.481464142837938,0.0214629507689967,0.0,0.340040715519577,1.0,986.5,0
a1Q7R00000a2zyRUAQ,0.28976897689769,-0.0217509516041327,0.0139049826187717,0.583828382838284,0.95016151361329,1888.0,0
a1Q7R00000ejqfZUAQ,0.0532612890775762,0.0926157697121402,0.0120096076861489,0.557699729834041,1.0,801.0,1
a1Q7R00000ZWOYeUAP,0.0905743740795287,-0.140350877192982,0.0506329113924051,0.351988217967599,0.477341389728097,1101.0,0
a1Q7R00000eijjzUAA,0.409876543209877,0.0167464114832536,0.136246786632391,0.182716049382716,1.0,838.0,0
a1Q7R00000a31H5UAI,0.249299719887955,0.0064904960593416,0.0978956999085087,0.784713885554222,0.722044728434505,2157.0,0
a1Q7R00000eiOU9UAM,-0.0335570469798658,0.0092592592592592,0.0202702702702703,0.140939597315436,0.0,108.0,0
a1Q7R00000c7SwrUAE,0.730077120822622,0.0965073529411765,0.850129198966408,0.313624678663239,0.5,1088.0,1
a1Q7R00000ZWJHYUA5,0.102803738317757,0.0205479452054795,0.0595238095238095,0.327102803738318,0.956521739130435,146.0,0
a1Q7R00000a3CwsUAE,0.222222222222222,0.2,0.0,0.686868686868687,0.0,105.0,0
a1Q7R00000eiqj8UAA,-0.375,-0.377032520325203,0.0482758620689655,0.0,0.260869565217391,986.0,0
a1Q2X00000ZAf2jUAD,0.538126361655773,0.042713567839196,0.398753894080997,0.4880174291939,0.688405797101449,796.0,0
a1Q7R00000a2nlGUAQ,0.245283018867925,0.0,0.211538461538462,0.0754716981132075,0.299065420560748,175.0,0
a1Q7R00000a2zF7UAI,0.309871244635193,0.0717244386309134,0.0397553516819572,0.305579399141631,0.989130434782609,4587.0,0
a1Q7R00000a2myOUAQ,0.476744186046512,0.0453172205438066,0.0238095238095238,0.261627906976744,1.0,331.0,1
a1Q7R00000a2rtJUAQ,0.140075376884422,0.007127583749109,0.0165562913907285,0.289572864321608,0.944606413994169,1403.0,0
a1Q7R00000ZWSg2UAH,0.148014440433213,0.128504672897196,0.0437956204379562,0.46028880866426,0.833333333333333,1284.0,1
a1Q2X00000Xb3iWUAR,0.201971462052802,0.0147677958416996,0.0032444756225885,0.622733852622872,0.762918796138558,16486.0,0
a1Q7R00000eir3mUAA,0.130612244897959,0.0288,0.389121338912134,0.0693877551020408,0.666666666666667,625.0,0
a1Q7R00000eiRGUUA2,0.628698224852071,0.487943262411348,1.0,0.853550295857988,0.143824027072758,707.0,0
a1Q7R00000ZWFN3UAP,0.229961682960403,0.0296371270618898,0.0,0.370582043783666,1.0,946.0,1
a1Q7R00000aBCg9UAG,0.197452229299363,0.0115942028985507,0.034965034965035,0.0191082802547771,0.785714285714286,345.0,1
a1Q7R00000c7V8aUAE,0.24295010845987,0.0533762057877814,0.118320610687023,0.389370932754881,0.360294117647059,1564.0,0
a1Q2X00000Xc3sUUAR,0.134831460674157,0.128491620111732,0.0163551401869159,0.346067415730337,0.235294117647059,179.0,0
a1Q7R00000eifpAUAQ,0.464636707194417,0.0125934084914631,0.0,0.416001808268284,1.0,410.0,0
a1Q7R00000a3Ba7UAE,0.495689655172414,0.0780487804878049,0.1875,0.21551724137931,1.0,437.0,0
a1Q7R00000a2lrCUAQ,0.184210526315789,0.0648648648648649,0.0094339622641509,0.139097744360902,1.0,185.0,0
a1Q7R00000ZWQH1UAP,0.314205079962371,0.120826010544815,0.0,0.337723424270931,0.544554455445545,2276.0,1
a1Q7R00000ZWW4gUAH,0.313984168865435,0.016304347826087,0.0,0.147757255936675,0.661016949152542,623.0,0
a1Q7R00000a2wfgUAA,0.0625194401244168,0.0630372492836676,0.0428388746803069,0.329082426127527,0.402298850574713,1177.0,1
a1Q7R00000ZWSCRUA5,0.260469397146802,0.0033519553072625,0.0263752825923135,0.583985273815002,0.358156028368794,1817.0,1
a1Q7R00000a3HRpUAM,0.457290586725803,0.0688915656160738,0.0,0.369088503259972,1.0,584.0,0
a1Q7R00000a2xG8UAI,0.076988879384089,0.0101663585951941,0.172185430463576,0.245508982035928,0.0173010380622837,1082.0,0
a1Q7R00000g5wcQUAQ,0.0326409495548961,-0.0581395348837209,0.0330578512396694,0.433234421364985,0.268518518518519,109.0,0
a1Q7R00000g5wnOUAQ,0.146017699115044,-0.0304347826086957,0.0922330097087379,0.63716814159292,0.9,232.0,0
a1Q7R00000a2wKsUAI,0.54679802955665,0.103448275862069,0.0736842105263158,0.251231527093596,0.692307692307692,320.0,0
a1Q7R00000c7UcFUAU,0.669463087248322,0.0420711974110032,0.0289855072463768,0.181208053691275,0.714285714285714,927.0,0
a1Q7R00000eiXDCUA2,0.326018808777429,0.288,0.06,0.169278996865204,0.63013698630137,299.0,0
a1Q7R00000g69GtUAI,0.526666666666667,0.0364963503649635,0.008695652173913,0.6,1.0,411.0,0
a1Q7R00000ZWUkkUAH,0.230994152046784,0.0490341753343239,0.0235756385068762,0.271929824561404,1.0,673.0,0
a1Q7R00000ZWF5xUAH,0.199497329563305,0.0526783729717715,0.0367994598244429,0.186616399622997,0.0950226244343891,4732.0,0
a1Q7R00000ejPi5UAE,0.248282476489609,0.0587511758363457,0.0,0.469809367570944,1.0,598.0,0
a1Q7R00000a3Dq2UAE,-0.0441176470588235,0.0378548895899054,0.235294117647059,0.0264705882352941,0.42156862745098,317.0,1
a1Q7R00000a34h1UAA,0.423664122137405,0.028447742733457,0.117692307692308,0.388040712468193,0.529411764705882,1720.0,1
a1Q7R00000a2nCkUAI,0.168345323741007,0.0109090909090909,0.0217729393468118,0.172661870503597,0.692307692307692,919.0,0
a1Q7R00000a2s6IUAQ,0.0685279187817259,0.0887573964497041,0.226277372262774,0.16497461928934,1.0,169.0,0
a1Q7R00000eiWs4UAE,0.328981723237598,-0.0610687022900763,0.0634920634920635,0.31331592689295,0.0389105058365759,393.0,1
a1Q7R00000eiQbWUAU,0.474965229485396,0.0580286168521463,0.0258899676375405,0.398470097357441,0.841584158415842,2698.0,1
a1Q7R00000a3InhUAE,0.088339222614841,0.0458715596330275,0.0052356020942408,0.45583038869258,0.391304347826087,109.0,0
a1Q7R00000c7UClUAM,-0.066079295154185,-0.380952380952381,0.0606060606060606,0.60352422907489,0.38659793814433,129.0,0
